Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2017-04-23,1.17,93502.86,2091.62,42839.29,236.73,48335.22,16780.79,31343.12,211.31,conventional,2017,Louisville
2015-11-22,1.63,55389.85,4842.73,14368.7,217.07,35961.35,28099.9,7861.45,0.0,organic,2015,Northeast
2016-08-07,1.52,746493.74,71154.97,432956.75,28505.15,213876.87,210316.02,2285.85,1275.0,conventional,2016,BaltimoreWashington
2017-09-10,2.59,13955.66,599.45,5931.44,0.0,7424.77,4617.04,2807.73,0.0,organic,2017,Atlanta
2017-03-12,1.16,2918.06,7.57,483.13,0.0,2427.36,240.87,2186.49,0.0,organic,2017,Boise
2016-03-20,1.75,104018.17,6688.35,25202.39,1881.07,70246.36,60347.7,9898.66,0.0,organic,2016,Northeast
2017-07-09,1.62,9008.58,327.53,2701.41,0.0,5979.64,1517.51,4462.13,0.0,organic,2017,Roanoke
2017-04-16,1.09,230566.12,111412.23,9801.87,135.7,109216.32,102366.17,5170.15,1680.0,conventional,2017,Nashville
2015-04-05,1.43,365947.19,15897.74,240591.74,1290.63,108167.08,94087.03,14028.66,51.39,conventional,2015,Philadelphia
2017-07-02,0.92,6675892.1,3159081.46,1239433.34,25461.72,2251915.58,1790494.11,457729.03,3692.44,conventional,2017,SouthCentral
2015-04-05,2.14,14907.54,1901.13,8814.15,10.97,4181.29,4172.71,8.58,0.0,organic,2015,NewYork
2015-05-24,1.3,158917.21,7888.33,74169.01,3111.69,73748.18,69048.81,4663.55,35.82,conventional,2015,GrandRapids
2016-03-20,1.61,16332.76,1677.68,6707.4,390.33,7557.35,6172.74,1384.61,0.0,organic,2016,BaltimoreWashington
2015-10-11,1.03,267962.33,121966.0,64658.41,20190.4,61147.52,43009.49,18138.03,0.0,conventional,2015,SouthCarolina
2017-06-04,1.56,5718.65,458.07,1976.71,0.0,3283.87,46.67,3237.2,0.0,organic,2017,Spokane
2017-12-24,1.38,127181.54,67108.8,8048.69,314.0,51710.05,25721.96,25598.09,390.0,conventional,2017,Jacksonville
2017-01-22,1.16,7525.89,234.38,2584.95,0.0,4706.56,2177.11,2529.45,0.0,organic,2017,Roanoke
2016-04-24,1.28,150140.95,4611.56,87073.08,44.08,58412.23,19471.08,38941.15,0.0,organic,2016,GreatLakes
2018-01-21,0.78,1315329.83,613600.56,246703.53,13332.26,441693.48,210780.39,226079.75,4833.34,conventional,2018,PhoenixTucson
2015-07-26,1.46,1190.83,533.17,38.93,0.0,618.73,80.85,537.88,0.0,organic,2015,Pittsburgh
2017-06-04,1.7,84842.97,1923.04,72573.09,100.07,10246.77,2834.14,6342.63,1070.0,conventional,2017,Albany
2015-07-05,0.83,1320696.13,835215.79,334916.29,5388.47,145175.58,139670.52,5497.78,7.28,conventional,2015,DallasFtWorth
2017-06-25,1.68,275912.97,8658.16,220849.19,134.57,46271.05,42685.55,670.5,2915.0,conventional,2017,HartfordSpringfield
2018-01-21,1.12,999783.13,15177.93,865836.92,6492.83,112275.45,85468.78,26806.67,0.0,conventional,2018,Boston
2016-07-31,1.62,14463.16,2799.3,5878.73,0.0,5785.13,1371.57,4413.56,0.0,organic,2016,Atlanta
2016-06-12,1.01,666340.59,108550.27,178700.42,12433.23,366656.67,365830.13,512.07,314.47,conventional,2016,Seattle
2016-07-03,1.29,525917.26,78903.78,321186.45,14095.91,111731.12,102068.55,7.57,9655.0,conventional,2016,NorthernNewEngland
2015-08-09,1.59,14774.26,289.65,12902.16,0.0,1582.45,346.67,1235.78,0.0,organic,2015,CincinnatiDayton
2015-06-14,1.07,197387.76,4446.1,116392.81,4934.17,71614.68,67207.35,4401.93,5.4,conventional,2015,GrandRapids
2016-07-03,1.81,7342.95,290.67,289.24,308.49,6454.55,5908.2,546.35,0.0,organic,2016,HarrisburgScranton
2016-10-30,1.99,618279.77,9264.98,435952.49,1595.64,171466.66,148756.72,21484.94,1225.0,conventional,2016,NewYork
2015-05-10,1.78,4998.64,68.79,228.82,6.47,4694.56,4694.56,0.0,0.0,organic,2015,HarrisburgScranton
2015-08-30,1.2,179026.88,33511.97,41700.97,38130.29,65683.65,63371.06,2312.59,0.0,conventional,2015,Charlotte
2015-09-06,1.78,10554.69,3494.93,3556.76,0.0,3503.0,2866.67,636.33,0.0,organic,2015,WestTexNewMexico
2015-08-09,1.98,17137.24,4053.69,10634.97,760.12,1688.46,1688.46,0.0,0.0,organic,2015,NewYork
2017-02-12,1.18,292605.18,93335.19,96469.3,8372.29,94428.4,92787.13,1502.38,138.89,conventional,2017,RaleighGreensboro
2017-10-29,1.29,243340.4,56224.61,94603.45,3515.0,88997.34,41859.63,46967.71,170.0,conventional,2017,LasVegas
2016-10-09,1.54,3350949.74,154892.72,2258828.33,12844.95,924383.74,866463.4,57527.85,392.49,conventional,2016,Northeast
2017-03-26,1.42,3002195.77,474956.6,1228379.13,223458.77,1075401.27,694807.1,327861.78,52732.39,conventional,2017,GreatLakes
2017-05-28,1.23,220314.55,79848.31,14664.64,490.82,125310.78,102547.24,17838.96,4924.58,conventional,2017,StLouis
2015-09-20,1.97,17859.24,4479.19,8805.98,15.93,4558.14,2.95,4555.19,0.0,organic,2015,Seattle
2016-02-28,1.12,24693.33,1620.83,10119.81,0.0,12952.69,12878.1,74.59,0.0,organic,2016,SanDiego
2015-03-15,1.19,183944.05,39138.41,48595.62,43739.93,52470.09,51028.01,1442.08,0.0,conventional,2015,Charlotte
2016-07-31,1.12,595856.48,93422.28,157723.11,2598.83,342112.26,341834.97,241.87,35.42,conventional,2016,Seattle
2016-12-04,1.09,1676509.02,946350.29,349760.6,3190.05,377208.08,325851.34,43201.73,8155.01,conventional,2016,Plains
2017-04-02,1.39,9701.51,801.09,3979.66,0.0,4920.76,2329.41,2591.35,0.0,organic,2017,Columbus
2016-08-21,1.78,10651.36,8262.74,1735.48,15.0,638.14,439.68,198.46,0.0,organic,2016,Denver
2017-12-31,1.4,92000.75,1052.21,15703.49,169.38,75075.67,69576.29,5499.38,0.0,organic,2017,Southeast
2016-12-04,1.83,1687.32,0.0,186.86,0.0,1500.46,1471.39,29.07,0.0,organic,2016,Syracuse
2015-05-10,1.36,159642.82,7383.85,84947.73,3817.57,63493.67,59129.49,4335.74,28.44,conventional,2015,GrandRapids
2017-05-07,1.42,956829.89,212488.46,646869.71,6803.64,90668.08,86569.82,619.37,3478.89,conventional,2017,SanFrancisco
2016-03-06,1.06,1734414.9,798294.79,481425.08,44771.53,409923.5,375200.3,31752.25,2970.95,conventional,2016,Plains
2016-03-13,1.27,4261.47,617.29,24.21,0.0,3619.97,3619.97,0.0,0.0,organic,2016,NewOrleansMobile
2016-04-03,0.79,6645738.99,2376641.3,1623272.79,159784.5,2486040.4,1644831.5,840392.37,816.53,conventional,2016,West
2016-04-17,1.95,8477.64,1585.91,6479.19,0.0,412.54,412.54,0.0,0.0,organic,2016,Sacramento
2017-01-15,0.7,1389716.89,750093.63,313392.54,2775.58,323455.14,319826.47,3521.23,107.44,conventional,2017,DallasFtWorth
2015-08-02,1.24,179321.9,30200.32,48686.77,39734.9,60699.91,58627.67,2072.24,0.0,conventional,2015,Charlotte
2016-04-24,0.67,1393042.56,656322.91,324423.04,163347.75,248948.86,100132.98,144364.21,4451.67,conventional,2016,Houston
2017-06-18,1.49,23485.92,852.47,9300.22,0.0,13333.23,4532.28,8800.95,0.0,organic,2017,Atlanta
2016-12-18,1.34,11406.5,945.89,2571.83,31.47,7857.31,7819.17,38.14,0.0,organic,2016,WestTexNewMexico
2015-07-19,1.65,19677.2,562.05,18741.42,0.0,373.73,263.33,110.4,0.0,organic,2015,Chicago
2015-06-28,1.16,135739.94,78066.95,19522.69,866.73,37283.57,29903.31,7380.26,0.0,conventional,2015,Jacksonville
2017-04-16,1.9,126408.2,21906.82,72571.32,210.54,31719.52,31327.58,391.94,0.0,organic,2017,NewYork
2016-08-21,1.56,9072.92,101.74,4189.33,363.87,4417.98,2669.12,1748.86,0.0,organic,2016,RichmondNorfolk
2017-09-03,2.97,14052.55,169.06,4855.92,148.96,8878.61,8315.09,563.52,0.0,organic,2017,RaleighGreensboro
2017-05-21,1.51,244638.89,52736.28,119601.86,179.49,72121.26,70371.47,1749.79,0.0,conventional,2017,HarrisburgScranton
2015-10-11,1.49,2449.56,70.71,136.9,21.13,2220.82,676.28,1544.54,0.0,organic,2015,HarrisburgScranton
2017-10-15,1.57,537139.26,126304.77,158787.1,711.14,251336.25,98271.86,153064.39,0.0,conventional,2017,Denver
2015-06-14,1.85,2937.84,1911.17,826.83,0.0,199.84,92.79,107.05,0.0,organic,2015,StLouis
2017-06-25,2.65,31895.13,1739.77,21572.4,46.96,8536.0,290.0,8246.0,0.0,organic,2017,Seattle
2017-09-03,1.58,75840.73,20808.02,22824.26,102.75,32105.7,24386.21,7714.95,4.54,conventional,2017,Spokane
2017-07-16,1.35,144761.54,1791.21,72328.87,35.75,70605.71,68146.82,47.78,2411.11,conventional,2017,BuffaloRochester
2016-01-17,0.9,83687.48,2202.61,48151.24,2801.8,30531.83,14859.65,14857.11,815.07,conventional,2016,Louisville
2015-08-23,1.84,9578.9,2933.89,6146.39,0.0,498.62,498.62,0.0,0.0,organic,2015,Sacramento
2016-11-13,1.53,106921.43,2504.28,37374.61,2201.69,64840.85,31432.23,33408.62,0.0,organic,2016,Midsouth
2017-08-20,2.21,8464.73,807.9,1910.94,0.0,5745.89,5739.22,6.67,0.0,organic,2017,Orlando
2016-10-23,1.69,14742.89,171.92,6245.22,615.01,7710.74,6163.44,1547.3,0.0,organic,2016,RaleighGreensboro
2015-03-15,1.59,11586.41,6527.12,3390.64,745.35,923.3,923.3,0.0,0.0,organic,2015,BaltimoreWashington
2015-01-04,0.99,907795.89,179507.69,637000.1,8803.79,82484.31,82033.71,444.44,6.16,conventional,2015,SanFrancisco
2016-03-06,1.32,18916.59,2653.06,5464.63,14.37,10784.53,10704.67,79.86,0.0,organic,2016,WestTexNewMexico
2017-12-17,1.54,14047.41,1020.5,8775.1,0.0,4251.81,4251.81,0.0,0.0,organic,2017,SanDiego
2016-12-11,1.76,6257.58,750.54,2889.92,0.0,2617.12,2584.81,32.31,0.0,organic,2016,LasVegas
2017-02-26,1.2,3310530.37,689256.5,1618434.51,52647.95,950191.41,823879.69,123351.91,2959.81,conventional,2017,Midsouth
2015-03-01,1.84,849.44,32.69,506.75,0.0,310.0,310.0,0.0,0.0,organic,2015,GrandRapids
2017-08-20,1.3,5653429.62,1886625.76,1346579.44,101128.66,2319095.76,1219038.28,1090563.92,9493.56,conventional,2017,West
2017-04-16,1.32,14406.27,1471.8,3773.11,0.0,9161.36,8550.64,610.72,0.0,organic,2017,LasVegas
2017-10-29,2.01,16981.94,4980.49,572.15,26.58,11402.72,11256.31,146.41,0.0,organic,2017,Denver
2016-03-13,0.81,241653.71,103139.77,47856.7,316.39,90340.85,18010.95,72329.9,0.0,conventional,2016,Jacksonville
2016-12-18,1.61,122728.42,18006.04,60993.65,176.75,43551.98,37872.37,5679.61,0.0,organic,2016,California
2016-09-18,2.06,22735.52,541.24,7808.25,321.42,14064.61,14046.96,17.65,0.0,organic,2016,BaltimoreWashington
2015-12-13,0.96,417772.47,324932.28,31019.08,275.8,61545.31,38903.57,22628.21,13.53,conventional,2015,Atlanta
2015-11-15,1.68,30958.65,4190.97,14235.26,26.27,12506.15,7356.62,5149.53,0.0,organic,2015,Plains
2017-12-17,1.26,143975.58,18371.92,58045.77,9259.69,58298.2,48938.01,9311.33,48.86,conventional,2017,Indianapolis
2015-09-27,1.08,253422.99,111054.81,72273.16,18765.64,51329.38,42223.65,9105.73,0.0,conventional,2015,SouthCarolina
2016-06-19,0.98,573831.3,182110.33,160231.9,28933.99,202555.08,183995.42,17443.27,1116.39,conventional,2016,SanDiego
2017-01-29,1.22,3151000.47,740797.0,1363481.75,43527.67,1003194.05,845213.44,153112.84,4867.77,conventional,2017,Midsouth
2017-09-24,1.94,1125443.38,116338.61,237876.77,1182.85,769536.9,639021.62,130401.43,113.85,organic,2017,TotalUS
2015-12-27,1.17,1129876.05,13711.19,872603.6,894.58,242666.68,208470.99,34191.25,4.44,conventional,2015,NewYork
2017-12-17,1.44,228292.45,6271.96,160129.76,112.41,61778.32,56644.7,5133.62,0.0,conventional,2017,HartfordSpringfield
2015-02-08,1.11,1658708.73,26781.64,1310966.23,2996.36,317964.5,249204.48,68760.02,0.0,conventional,2015,NewYork
2015-01-25,1.88,1140.32,853.38,22.43,1.18,263.33,263.33,0.0,0.0,organic,2015,Jacksonville
2016-11-27,1.21,154199.13,47392.15,48587.49,2115.8,56103.69,56074.45,29.24,0.0,conventional,2016,RichmondNorfolk
2017-12-10,1.78,69862.39,15944.09,19669.57,0.0,34248.73,34216.92,31.81,0.0,organic,2017,LosAngeles
2017-03-12,1.08,206958.43,4366.07,65744.45,0.0,136847.91,26522.69,110325.22,0.0,organic,2017,GreatLakes
2016-08-07,1.16,89531.14,28151.76,21160.1,1816.11,38403.17,38393.69,0.0,9.48,conventional,2016,Spokane
2015-08-09,1.92,8552.32,21.61,639.29,0.0,7891.42,7881.42,10.0,0.0,organic,2015,NorthernNewEngland
2016-02-14,0.65,1358553.29,749745.24,306905.42,135347.78,166554.85,150047.23,14228.97,2278.65,conventional,2016,DallasFtWorth
2016-06-05,0.94,7365675.31,2921963.17,2131717.34,373358.37,1938636.43,1739147.58,171241.77,28247.08,conventional,2016,California
2017-08-13,1.69,17452.06,65.48,6949.79,0.0,10436.79,10433.46,3.33,0.0,organic,2017,Chicago
2017-04-30,2.01,10347.85,1004.16,300.86,11.54,9031.29,9031.29,0.0,0.0,organic,2017,HarrisburgScranton
2017-11-12,1.94,6563.71,126.7,908.55,0.0,5528.46,4652.23,876.23,0.0,organic,2017,MiamiFtLauderdale
2015-05-10,1.02,36400886.58,16215328.75,13509064.65,858145.45,5818347.73,4991625.82,816629.4,10092.51,conventional,2015,TotalUS
2016-06-05,1.49,5639.69,840.97,200.55,6.74,4591.43,4576.45,14.98,0.0,organic,2016,Pittsburgh
2018-03-04,1.32,259060.74,67459.59,80515.46,6005.97,105079.72,97703.43,7376.29,0.0,conventional,2018,Charlotte
2016-08-28,1.27,3025330.44,456513.05,1330166.96,166364.88,1072285.55,841776.91,207892.75,22615.89,conventional,2016,GreatLakes
2017-01-29,2.02,6748.27,1652.72,4786.42,12.15,296.98,296.98,0.0,0.0,organic,2017,Sacramento
2015-05-31,1.83,3046.57,91.11,173.81,0.0,2781.65,2781.65,0.0,0.0,organic,2015,HarrisburgScranton
2017-01-15,0.98,42695.84,3851.49,4314.91,8.19,34521.25,310.38,34210.87,0.0,organic,2017,Portland
2017-11-26,1.56,20411.15,4935.65,26.45,0.0,15449.05,15429.05,20.0,0.0,organic,2017,Houston
2016-12-04,1.4,3222663.98,130456.71,2427295.83,12275.54,652635.9,606208.58,45127.69,1299.63,conventional,2016,Northeast
2016-04-03,1.66,35602.29,95.32,35272.75,0.0,234.22,234.22,0.0,0.0,organic,2016,Chicago
2015-07-12,1.22,110964.6,62590.29,18465.56,584.22,29324.53,19289.35,10035.18,0.0,conventional,2015,Jacksonville
2016-10-16,1.19,20054.84,6147.83,1283.04,13.93,12610.04,572.82,12037.22,0.0,organic,2016,Denver
2015-11-15,1.25,5712.92,1627.01,1240.67,10.7,2834.54,227.2,2607.34,0.0,organic,2015,StLouis
2017-04-23,1.68,13175.0,103.25,164.43,0.0,12907.32,12907.32,0.0,0.0,organic,2017,NorthernNewEngland
2015-11-15,1.64,6884.09,1133.05,4772.58,458.97,519.49,480.58,38.91,0.0,organic,2015,BaltimoreWashington
2017-08-06,2.33,13350.56,3753.8,5234.25,0.0,4362.51,4356.01,6.5,0.0,organic,2017,SanFrancisco
2017-04-23,1.16,45274.16,5451.4,3518.13,150.29,36154.34,223.45,35930.89,0.0,organic,2017,Portland
2017-02-12,1.4,28191.45,2248.71,9177.71,37.92,16727.11,16570.14,156.97,0.0,organic,2017,WestTexNewMexico
2016-12-18,1.16,2242221.26,491941.19,999958.67,36485.49,713835.91,611023.76,98743.78,4068.37,conventional,2016,Midsouth
2016-11-20,1.75,11140.07,1377.62,3897.77,2.85,5861.83,5848.5,13.33,0.0,organic,2016,WestTexNewMexico
2015-01-11,1.39,223156.55,80139.16,111395.01,63.88,31558.5,9296.76,22261.74,0.0,organic,2015,West
2016-09-18,1.06,2589309.14,999948.52,457932.5,55346.12,1076082.0,1008961.12,36400.02,30720.86,conventional,2016,LosAngeles
2017-07-23,1.85,87888.29,5573.31,20491.42,1314.87,60508.69,60473.16,35.53,0.0,organic,2017,NewYork
2016-11-06,2.17,1298.02,66.35,648.34,0.0,583.33,583.33,0.0,0.0,organic,2016,GrandRapids
2017-09-03,1.31,104937.39,43246.31,27966.76,1880.37,31843.95,23478.54,6839.85,1525.56,conventional,2017,Pittsburgh
2016-02-07,0.86,403849.99,82796.77,207314.39,41708.37,72030.46,66876.3,5151.7,2.46,conventional,2016,RaleighGreensboro
2018-02-18,1.34,7478.79,230.01,1110.05,0.0,6084.89,3988.42,2096.47,0.0,organic,2018,Indianapolis
2016-05-15,1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,conventional,2016,SanFrancisco
2016-08-28,1.63,175422.72,20282.39,79271.95,9.33,75859.05,74991.99,867.06,0.0,organic,2016,California
2015-12-20,0.85,2149872.45,870581.1,396515.66,96111.9,786663.79,681332.22,94921.87,10409.7,conventional,2015,LosAngeles
2016-01-10,1.4,4134.61,2821.21,939.02,0.0,374.38,366.67,7.71,0.0,organic,2016,GrandRapids
2015-12-20,1.67,9296.03,504.11,4702.33,419.14,3670.45,1424.08,2246.37,0.0,organic,2015,BaltimoreWashington
2018-01-28,1.27,158637.92,8099.96,76070.49,96.23,74371.24,12060.74,62156.06,154.44,conventional,2018,BuffaloRochester
2015-11-29,1.12,120552.43,3726.77,82760.11,3336.97,30728.58,27835.71,2816.43,76.44,conventional,2015,GrandRapids
2017-08-06,1.22,2742628.31,1359069.5,414552.66,109001.34,860004.81,793163.78,20822.11,46018.92,conventional,2017,LosAngeles
2017-12-24,1.18,71004.42,39116.52,2348.06,4750.61,24789.23,18067.46,6638.51,83.26,conventional,2017,Boise
2018-02-04,1.04,909127.6,189717.79,289707.88,853.2,428848.73,115360.8,312387.51,1100.42,conventional,2018,Seattle
2016-07-31,1.0,851296.1,392455.55,202783.6,11881.45,244175.5,118231.43,125777.4,166.67,conventional,2016,PhoenixTucson
2017-10-01,2.14,537708.81,73349.22,293404.88,85663.08,85291.63,77980.21,7213.35,98.07,conventional,2017,Chicago
2016-08-14,1.84,11554.22,265.19,5472.76,699.26,5117.01,4511.11,605.9,0.0,organic,2016,RaleighGreensboro
2016-03-27,2.18,8342.54,117.56,2754.65,0.0,5470.33,5470.33,0.0,0.0,organic,2016,HartfordSpringfield
2017-08-06,1.68,16939.38,6.0,281.35,0.0,16652.03,16652.03,0.0,0.0,organic,2017,NorthernNewEngland
2015-07-26,1.23,59947.27,878.02,41541.46,334.92,17192.87,17192.87,0.0,0.0,conventional,2015,Syracuse
2016-09-04,1.01,613058.51,131619.33,166648.41,13319.89,301470.88,300935.32,312.46,223.1,conventional,2016,Portland
2015-02-01,1.52,14391.05,1363.35,11835.47,0.0,1192.23,1192.23,0.0,0.0,organic,2015,Chicago
2017-10-08,1.58,35985.8,2204.3,2935.05,6.15,30840.3,30809.89,30.41,0.0,organic,2017,Philadelphia
2016-01-17,1.51,3607.37,0.0,154.52,0.0,3452.85,3138.88,313.97,0.0,organic,2016,BuffaloRochester
2016-02-28,1.83,3584.6,290.68,2007.09,559.81,727.02,727.02,0.0,0.0,organic,2016,Charlotte
2018-02-18,1.52,1814929.97,246515.35,680037.45,1905.46,886241.96,783017.98,103184.01,39.97,organic,2018,TotalUS
2015-05-31,1.13,10092.91,232.65,6403.66,431.22,3025.38,1038.61,1986.77,0.0,organic,2015,RichmondNorfolk
2016-04-24,1.27,4243.55,131.5,1812.03,0.0,2300.02,1236.12,1063.9,0.0,organic,2016,Indianapolis
2016-07-24,1.46,193909.36,34250.27,68516.18,26839.41,64303.5,57524.85,3346.43,3432.22,conventional,2016,Charlotte
2015-05-17,0.96,257403.43,172610.15,9661.21,262.0,74870.07,69919.72,4950.35,0.0,conventional,2015,NewOrleansMobile
2016-01-03,1.11,308711.73,201918.77,31729.56,234.28,74829.12,46089.44,28739.68,0.0,conventional,2016,Orlando
2015-10-11,0.96,167655.6,83621.05,35428.18,7009.22,41597.15,23793.78,17803.37,0.0,conventional,2015,Nashville
2015-11-15,0.94,414161.47,100343.08,262929.38,11181.91,39707.1,39707.1,0.0,0.0,conventional,2015,Sacramento
2017-03-26,1.57,375225.76,136446.55,190537.19,1187.45,47054.57,44746.86,95.41,2212.3,conventional,2017,Sacramento
2016-08-14,1.11,206617.11,98779.51,43133.24,217.88,64486.48,22538.59,39347.89,2600.0,conventional,2016,Jacksonville
2015-01-25,1.26,10191.82,220.4,8150.22,0.0,1821.2,377.77,1443.43,0.0,organic,2015,CincinnatiDayton
2017-12-10,1.63,13300.51,332.1,3555.77,0.0,9412.64,5748.61,3664.03,0.0,organic,2017,Atlanta
2015-05-03,1.92,3336.76,451.09,1266.75,750.85,868.07,862.69,5.38,0.0,organic,2015,SouthCarolina
2015-09-20,1.35,11150.19,1462.34,6346.51,519.67,2821.67,2818.89,2.78,0.0,organic,2015,BaltimoreWashington
2017-08-27,1.34,597580.17,168216.37,97433.68,12732.14,319197.98,266476.63,52445.78,275.57,conventional,2017,Portland
2015-05-24,1.69,17042.46,6716.44,3800.9,993.22,5531.9,5531.9,0.0,0.0,organic,2015,BaltimoreWashington
2016-04-24,1.67,6489.79,369.98,2721.06,639.06,2759.69,2759.69,0.0,0.0,organic,2016,Charlotte
2016-10-23,1.55,36280.49,4398.82,9250.93,505.12,22125.62,12964.05,9161.57,0.0,organic,2016,Plains
2015-12-27,0.71,776404.39,451904.51,141599.36,15486.97,167413.55,123158.22,33065.33,11190.0,conventional,2015,WestTexNewMexico
2015-12-06,1.23,43059.51,9738.84,11520.76,1.57,21798.34,21632.95,165.39,0.0,organic,2015,LosAngeles
2015-09-06,0.8,790420.66,487551.38,183612.44,16170.57,103086.27,91173.4,11912.87,0.0,conventional,2015,WestTexNewMexico
2015-12-20,1.83,6900.94,719.56,2853.84,522.0,2805.54,1195.09,1610.45,0.0,organic,2015,Philadelphia
2017-06-04,1.23,151097.89,35865.04,51698.26,76.74,63457.85,58885.96,4011.89,560.0,conventional,2017,Roanoke
2015-08-02,1.9,8369.4,4238.86,3463.41,0.0,667.13,596.67,70.46,0.0,organic,2015,WestTexNewMexico
2018-01-14,1.18,369628.1,94963.97,60826.16,13812.28,200025.69,162745.09,36032.53,1248.07,conventional,2018,Detroit
2017-10-08,1.69,8449.91,201.29,1298.56,0.0,6936.73,5440.34,1496.39,0.0,organic,2017,Indianapolis
2018-03-11,1.27,279661.71,72847.8,98059.2,6212.37,102542.34,96038.19,6503.04,1.11,conventional,2018,Charlotte
2015-10-18,0.98,117516.57,48540.88,47290.21,115.01,21570.47,21570.47,0.0,0.0,conventional,2015,Roanoke
2015-03-08,1.79,1626.32,49.73,331.14,0.0,1245.45,1245.45,0.0,0.0,organic,2015,Albany
2017-06-25,2.57,5228.11,15.56,439.88,0.0,4772.67,636.66,4136.01,0.0,organic,2017,BuffaloRochester
2016-02-28,0.82,569349.05,248401.81,134264.79,46.83,186635.62,67866.87,118768.75,0.0,conventional,2016,Tampa
2018-02-11,1.14,93106.27,48308.72,2816.31,10558.83,31422.41,19862.62,11540.14,19.65,conventional,2018,Boise
2017-08-27,1.6,3287.16,31.26,23.68,0.0,3232.22,3225.55,6.67,0.0,organic,2017,Tampa
2016-01-03,1.03,319228.46,195469.55,64802.02,10726.18,48230.71,39155.81,9074.9,0.0,conventional,2016,SouthCarolina
2015-10-18,1.07,4999031.79,1847991.31,2286235.79,217814.17,646990.52,633893.61,10780.32,2316.59,conventional,2015,California
2015-01-25,1.47,1278.14,204.19,10.61,0.0,1063.34,1063.34,0.0,0.0,organic,2015,NewOrleansMobile
2018-01-21,1.16,482904.74,312991.46,36478.07,1521.7,131913.51,72049.51,59856.21,7.79,conventional,2018,Orlando
2015-05-17,1.34,6214.56,428.47,3469.2,0.0,2316.89,433.33,1883.56,0.0,organic,2015,Detroit
2016-04-17,1.11,16685.6,5531.72,51.15,0.0,11102.73,7146.6,3956.13,0.0,organic,2016,Houston
2016-06-26,0.85,1277488.6,657914.92,213129.74,86435.89,320008.05,298365.1,7080.82,14562.13,conventional,2016,DallasFtWorth
2016-04-24,2.01,8840.73,1726.1,6795.19,0.0,319.44,319.44,0.0,0.0,organic,2016,Sacramento
2016-07-24,1.36,463062.51,83734.79,244441.34,7567.92,127318.46,122744.69,3.77,4570.0,conventional,2016,NorthernNewEngland
2015-06-14,1.99,3921.5,665.32,1470.53,598.79,1186.86,1107.37,79.49,0.0,organic,2015,SouthCarolina
2017-03-26,2.12,2614.15,0.0,137.6,0.0,2476.55,753.67,1722.88,0.0,organic,2017,Syracuse
2015-05-03,1.34,102916.4,9430.59,47953.23,7065.04,38467.54,23337.15,15130.39,0.0,organic,2015,Midsouth
2016-10-30,1.75,44666.0,5090.29,15508.61,572.47,23494.63,5220.39,18274.24,0.0,organic,2016,Southeast
2017-04-16,1.18,2789630.4,1044500.39,455872.03,109370.93,1179887.05,1117995.97,574.14,61316.94,conventional,2017,LosAngeles
2015-08-02,1.86,1577.51,468.74,258.34,0.0,850.43,850.43,0.0,0.0,organic,2015,NewOrleansMobile
2015-03-29,1.93,3194.76,727.42,1386.26,623.33,457.75,455.03,2.72,0.0,organic,2015,SouthCarolina
2016-05-22,0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205.0,conventional,2016,SanDiego
2018-03-18,1.58,40632.46,6924.19,13914.86,0.0,19793.41,19760.84,32.57,0.0,organic,2018,Philadelphia
2015-08-02,1.88,8593.93,6675.88,1272.7,0.0,645.35,533.33,112.02,0.0,organic,2015,PhoenixTucson
2016-03-13,0.88,4688502.05,2211225.88,1041733.79,17714.52,1417827.86,527240.77,890581.06,6.03,conventional,2016,Southeast
2016-02-14,0.9,63682.51,1154.71,18425.48,3.31,44099.01,1433.94,42665.07,0.0,organic,2016,Portland
2017-11-05,1.04,2691240.89,1079147.36,743292.73,69039.29,799761.51,748133.99,14912.26,36715.26,conventional,2017,LosAngeles
2015-09-13,2.11,2895.23,1770.69,41.52,0.0,1083.02,1083.02,0.0,0.0,organic,2015,Orlando
2016-06-26,1.76,3011.21,411.5,2059.45,0.0,540.26,22.65,517.61,0.0,organic,2016,Spokane
2015-05-24,1.04,35344183.15,16000107.8,12513821.19,899779.92,5930474.24,5094263.38,815628.55,20582.31,conventional,2015,TotalUS
2017-05-07,1.49,676849.88,6703.2,493447.52,6088.75,170610.41,148966.58,20450.77,1193.06,conventional,2017,Boston
2015-01-18,1.08,3006207.02,401683.43,1650327.26,257105.89,697090.44,600155.95,93434.54,3499.95,conventional,2015,GreatLakes
2018-03-11,1.2,384595.79,106062.76,132338.25,5654.47,140540.31,135823.49,4716.82,0.0,conventional,2018,RaleighGreensboro
2015-09-13,1.9,7622.55,5346.57,1082.07,0.0,1193.91,968.39,225.52,0.0,organic,2015,PhoenixTucson
2015-08-09,0.79,981975.08,621184.17,228961.24,7040.81,124788.86,79670.22,45118.64,0.0,conventional,2015,PhoenixTucson
2016-08-14,0.93,798986.84,449883.2,89651.56,15309.45,244142.63,159059.48,85083.15,0.0,conventional,2016,WestTexNewMexico
2015-03-01,1.85,3024.12,8.47,932.5,0.0,2083.15,2083.15,0.0,0.0,organic,2015,Boston
